,Event,Category,Name1,Year1,Name2,Year2,Name3,Year3,Name4,Year4,School,QualifyingTime,Time,Place,Points
583, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Webb, Forest",SR,"Coll Marti, Carles",JR,"Ramadan, Youssef",JR,"Dominguez Calonge, Luis",SO,Virginia Tech,3:03.40,3:02.53,7,24
584, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Foster, Carson",JR,"Corbeau, Caspar",SR,"Crane, Sterling",SR,"Hobson, Luke",SO,Texas,3:04.57,3:03.00,8,22
585, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Dahlgren, Jack",5Y,"Patton, Ben",SR,"Secchi, Clement",5Y,"Bochenski, Grant",SO,Missouri,3:03.14,3:03.26,9,18
586, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Brownstead, Matt",JR,"Nichols, Noah",JR,"Connery, Tim",SO,"Aikins, Jack",SO,Virginia,3:03.29,3:03.50,10,14
587, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"MacAlister, Leon",SR,"Polonsky, Ron",SO,"Minakov, Andrei",JR,"Maurer, Luke",JR,Stanford,3:02.71,3:03.61,11,12
588, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Stoffle, Nate",SO,"Mikuta, Reid",JR,"Stoffle, Aidan",SR,"Makinen, Kalle",FR,Auburn,3:03.03,3:03.76,12,10
589, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Gogulski, Ethan",SR,"Puente Bustamante, Andres",SR,"Foote, Connor",FR,"Bratanov, Koko",SR,Texas A&M,3:04.08,3:04.31,13,8
590, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Davis, Wyatt",JR,"Fitzpatrick, Brendan",SO,"Cohen Groumi, Gal",SO,"Szabados, Bence",JR,Michigan,3:04.79,3:05.17,14,6
591, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Jekel, Wes",SR,"Myhre, Will",SR,"Bensch, Constantin",SR,"Torepe-Ormsby, Taiko",FR,Wisconsin,3:06.25,3:05.70,15,4
592, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Radziszewski, Krzysztof",SO,"Van Der Laan, Cooper",SR,"Goraj, Marcin",JR,"Toledo Sanchez, Dominic",SR,Pittsburgh,3:06.70,3:05.72,16,2
593, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Grant, Will",JR,"Simpson, Jared",SR,"Gures, Umitcan",SR,"Holmquist, Marcus",JR,Harvard,3:05.51,3:05.77,17,0
594, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Menke, Matt",SR,"Maas, Derek",SR,"Miceli, Mateo",SO,"Alves, Kaique",SO,Alabama,3:05.34,3:06.05,18,0
595, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Quach, Alex",SO,"Helmuth, Karl",SO,"Ward, James",SR,"Gaziev, Ruslan",JR,Ohio St,3:05.01,3:09.25,19,0
596, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Dunham, Bradley",SR,"Pitshugin, Kris",FR,"Ng, Wesley",JR,"Downing, Dillon",SR,Georgia,3:06.72,DQ,---,0
597, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Crush, Charlie",FR,"Petrashov, Denis",SR,"Lowe, Dalton",JR,"Eastman, Michael",5Y,Louisville,3:03.37,DQ,---,0
598, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Janton, Tommy",FR,Sean,JR,Cason,SR,Thacher,SR,Notre Dame,3:06.82,DFS,---,0
599, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Gallant, Will",JR,,,,,,,NC State,14:34.82,14:28.94,1,20
600, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Dant, Ross",SR,,,,,,,NC State,14:44.87,14:30.32,2,17
601, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Magahey, Jake",JR,,,,,,,Georgia,14:38.45,14:33.82,3,16
602, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Johnston, David",JR,,,,,,,Texas,14:37.30,14:35.51,4,15
603, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Hoagland, Jack",SR,,,,,,,Notre Dame,14:48.82,14:38.64,5,14
604, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Sandidge, Levi",FR,,,,,,,Kentucky,14:31.47,14:40.05,6,13
605, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Clark, Charlie",JR,,,,,,,Ohio St,14:41.75,14:41.43,7,12
606, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Sarkany, Zalan",FR,,,,,,,Arizona St,14:41.65,14:42.80,8,11
607, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Henveaux, Lucas",5Y,,,,,,,California,14:48.84,14:44.14,9,9
608, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Mestre, Alfonso",SR,,,,,,,Florida,14:52.88,14:44.50,10,7
609, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Lloyd, Owen",JR,,,,,,,NC State,14:50.21,14:46.16,11,6
610, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Watson, Tyler",SR,,,,,,,Florida,14:38.50,14:46.27,12,5
611, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Enyeart, Alec",FR,,,,,,,Texas,14:43.39,14:47.13,13,4
612, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Matheson, Daniel",SO,,,,,,,Arizona St,14:48.52,14:48.21,14,3
613, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Johansson, Victor",5Y,,,,,,,Alabama,14:39.63,14:48.42,15,2
614, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Linscheer, Gio",FR,,,,,,,Florida,14:53.65,14:48.63,16,1
615, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Mathias, Mason",SO,,,,,,,Auburn,14:42.99,14:48.92,17,0
616, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Plage, James",JR,,,,,,,NC State,14:55.45,14:49.02,18,0
617, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Brown, Eric",FR,,,,,,,Florida,14:44.06,14:49.52,19,0
618, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Kilavuz, Mert",SO,,,,,,,Georgia Tech,14:41.50,14:51.01,20,0
619, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Nagy, Chris",JR,,,,,,,Minnesota,14:52.62,14:52.43,21,0
620, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Mitchell, Jake",JR,,,,,,,Florida,14:46.91,14:52.82,22,0
621, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Soloveychik, Bar",SO,,,,,,,Minnesota,14:50.93,14:54.37,23,0
622, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Caruso, Nick",SO,,,,,,,Kentucky,14:52.13,14:55.22,24,0
623, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Yanchev, Yordan",JR,,,,,,,Florida St,15:08.13,14:56.18,25,0
624, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Zettle, Alex",5Y,,,,,,,Texas,14:57.98,14:56.36,26,0
625, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Machado, Gabe",SO,,,,,,,Stanford,14:50.02,14:57.24,27,0
626, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Edmund, Mason",FR,,,,,,,Ohio St,14:53.54,14:57.58,28,0
627, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Davis, Grant",SO,,,,,,,Auburn,14:51.37,15:00.21,29,0
628, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Lindholm, Oskar",SO,,,,,,,Florida,14:52.71,15:02.26,30,0
629, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Little, Jack",SR,,,,,,,Tennessee,14:50.23,15:03.11,31,0
630, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Bonson, Michael",JR,,,,,,,Auburn,14:52.76,15:06.81,32,0
631, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Hill, Julian",SR,,,,,,,Arizona St,14:57.11,15:08.91,33,0
632, Event 15  Men 1650 Yard Freestyle,Timed Final Individual,"Millard, Noah",SO,,,,,,,Yale,14:47.51,15:10.33,34,0
633, Event 16  Men 200 Yard Backstroke,Championship Final,"Lasco, Destin",JR,,,,,,,California,1:36.68,1:35.87,1,20
634, Event 16  Men 200 Yard Backstroke,Championship Final,"Gonzalez, Hugo",5Y,,,,,,,California,1:37.74,1:36.72,2,17
635, Event 16  Men 200 Yard Backstroke,Championship Final,"Kos, Hubert",FR,,,,,,,Arizona St,1:38.25,1:37.96,3,16
636, Event 16  Men 200 Yard Backstroke,Championship Final,"Grum, Ian",SR,,,,,,,Georgia,1:38.39,1:38.47,4,15
637, Event 16  Men 200 Yard Backstroke,Championship Final,"McDonald, Owen",FR,,,,,,,Arizona St,1:39.54,1:39.34,5,14
638, Event 16  Men 200 Yard Backstroke,Championship Final,"Stokowski, Kacper",SR,,,,,,,NC State,1:39.27,1:39.35,6,13
639, Event 16  Men 200 Yard Backstroke,Championship Final,"Dahlgren, Jack",5Y,,,,,,,Missouri,1:38.62,1:39.45,7,12
640, Event 16  Men 200 Yard Backstroke,Championship Final,"Foster, Carson",JR,,,,,,,Texas,1:38.37,1:39.48,8,11
641, Event 16  Men 200 Yard Backstroke,Consolation Final,"Stoffle, Aidan",SR,,,,,,,Auburn,1:40.07,1:39.30,9,9
642, Event 16  Men 200 Yard Backstroke,Consolation Final,"Janton, Tommy",FR,,,,,,,Notre Dame,1:39.83,1:39.45,10,7
643, Event 16  Men 200 Yard Backstroke,Consolation Final,"Dunham, Bradley",SR,,,,,,,Georgia,1:39.60,1:39.86,11,6
644, Event 16  Men 200 Yard Backstroke,Consolation Final,"Mefford, Colby",SR,,,,,,,California,1:39.74,1:39.88,12,5
645, Event 16  Men 200 Yard Backstroke,Consolation Final,"Van Renen, Ruard",FR,,,,,,,SIUC,1:39.73,1:40.22,13,4
646, Event 16  Men 200 Yard Backstroke,Consolation Final,"Sequeira, Aaron",SO,,,,,,,Stanford,1:39.91,1:40.66,14,3
647, Event 16  Men 200 Yard Backstroke,Consolation Final,"Simons, Nick",FR,,,,,,,Tennessee,1:40.75,1:40.78,15,2
648, Event 16  Men 200 Yard Backstroke,Consolation Final,"Somerset, Sebastian",SR,,,,,,,California,1:40.04,1:41.91,16,1
649, Event 16  Men 200 Yard Backstroke,Preliminaries,"Lasco, Destin",JR,,,,,,,California,1:36.94,1:36.68,1,0
650, Event 16  Men 200 Yard Backstroke,Preliminaries,"Gonzalez, Hugo",5Y,,,,,,,California,1:37.19,1:37.74,2,0
651, Event 16  Men 200 Yard Backstroke,Preliminaries,"Kos, Hubert",FR,,,,,,,Arizona St,1:39.21,1:38.25,3,0
652, Event 16  Men 200 Yard Backstroke,Preliminaries,"Foster, Carson",JR,,,,,,,Texas,1:38.87,1:38.37,4,0
653, Event 16  Men 200 Yard Backstroke,Preliminaries,"Grum, Ian",SR,,,,,,,Georgia,1:38.84,1:38.39,5,0
654, Event 16  Men 200 Yard Backstroke,Preliminaries,"Dahlgren, Jack",5Y,,,,,,,Missouri,1:39.80,1:38.62,6,0
655, Event 16  Men 200 Yard Backstroke,Preliminaries,"Stokowski, Kacper",SR,,,,,,,NC State,1:39.94,1:39.27,7,0
656, Event 16  Men 200 Yard Backstroke,Preliminaries,"McDonald, Owen",FR,,,,,,,Arizona St,1:39.01,1:39.54,8,0
657, Event 16  Men 200 Yard Backstroke,Preliminaries,"Dunham, Bradley",SR,,,,,,,Georgia,1:38.90,1:39.60,9,0
658, Event 16  Men 200 Yard Backstroke,Preliminaries,"Van Renen, Ruard",FR,,,,,,,SIUC,1:40.64,1:39.73,10,0
659, Event 16  Men 200 Yard Backstroke,Preliminaries,"Mefford, Colby",SR,,,,,,,California,1:38.83,1:39.74,11,0
660, Event 16  Men 200 Yard Backstroke,Preliminaries,"Janton, Tommy",FR,,,,,,,Notre Dame,1:40.30,1:39.83,12,0
661, Event 16  Men 200 Yard Backstroke,Preliminaries,"Sequeira, Aaron",SO,,,,,,,Stanford,1:39.94,1:39.91,13,0
662, Event 16  Men 200 Yard Backstroke,Preliminaries,"Somerset, Sebastian",SR,,,,,,,California,1:40.44,1:40.04,14,0
663, Event 16  Men 200 Yard Backstroke,Preliminaries,"Stoffle, Aidan",SR,,,,,,,Auburn,1:39.64,1:40.07,15,0
664, Event 16  Men 200 Yard Backstroke,Preliminaries,"Simons, Nick",FR,,,,,,,Tennessee,1:40.05,1:40.75,16,0
665, Event 16  Men 200 Yard Backstroke,Preliminaries,"Saka, Berke",SO,,,,,,,Georgia Tech,1:40.02,1:40.86,17,0
666, Event 16  Men 200 Yard Backstroke,Preliminaries,"O'Connor, Christopher",JR,,,,,,,Texas,1:40.21,1:40.98,18,0
667, Event 16  Men 200 Yard Backstroke,Preliminaries,"Tapp, Hunter",SR,,,,,,,NC State,1:40.44,1:41.16,19,0
668, Event 16  Men 200 Yard Backstroke,Preliminaries,"Gogulski, Ethan",SR,,,,,,,Texas A&M,1:39.98,1:41.16,19,0
669, Event 16  Men 200 Yard Backstroke,Preliminaries,"MacAlister, Leon",SR,,,,,,,Stanford,1:40.13,1:41.27,21,0
670, Event 16  Men 200 Yard Backstroke,Preliminaries,"Garcia, Nicolas",SO,,,,,,,Virginia Tech,1:39.49,1:41.30,22,0
671, Event 16  Men 200 Yard Backstroke,Preliminaries,"Goraj, Marcin",JR,,,,,,,Pittsburgh,1:40.34,1:41.42,23,0
672, Event 16  Men 200 Yard Backstroke,Preliminaries,"Daigle, Jared",5Y,,,,,,,Michigan,1:42.55,1:41.44,24,0
673, Event 16  Men 200 Yard Backstroke,Preliminaries,"Aikins, Jack",SO,,,,,,,Virginia,1:40.11,1:41.45,25,0
674, Event 16  Men 200 Yard Backstroke,Preliminaries,"Stoffle, Nate",SO,,,,,,,Auburn,1:40.03,1:41.54,26,0
675, Event 16  Men 200 Yard Backstroke,Preliminaries,"Zuchowski, Josh",FR,,,,,,,Stanford,1:40.47,1:41.81,27,0
676, Event 16  Men 200 Yard Backstroke,Preliminaries,"Norton, Mitchell",SO,,,,,,,Georgia,1:40.62,1:41.88,28,0
677, Event 16  Men 200 Yard Backstroke,Preliminaries,"Lierz, Harrison",JR,,,,,,,Tennessee,1:41.88,1:41.90,29,0
678, Event 16  Men 200 Yard Backstroke,Preliminaries,"Ben-Shitrit, Eitan",FR,,,,,,,Michigan,1:42.88,1:42.12,30,0
679, Event 16  Men 200 Yard Backstroke,Preliminaries,"Nelson, Baylor",FR,,,,,,,Texas A&M,1:39.79,1:42.28,31,0
680, Event 16  Men 200 Yard Backstroke,Preliminaries,"Newmark, Jake",JR,,,,,,,Wisconsin,1:40.02,1:42.49,32,0
681, Event 16  Men 200 Yard Backstroke,Preliminaries,"Pavlidi, Arijus",SO,,,,,,,Florida St,1:40.37,1:42.70,33,0
682, Event 16  Men 200 Yard Backstroke,Preliminaries,"Davis, Wyatt",JR,,,,,,,Michigan,1:40.67,1:43.18,34,0
683, Event 16  Men 200 Yard Backstroke,Preliminaries,"Jekel, Wes",SR,,,,,,,Wisconsin,1:41.09,1:43.41,35,0
684, Event 16  Men 200 Yard Backstroke,Preliminaries,"Menke, Matt",SR,,,,,,,Alabama,1:41.82,1:43.47,36,0
685, Event 16  Men 200 Yard Backstroke,Preliminaries,"Ng, Wesley",JR,,,,,,,Georgia,1:44.32,1:43.67,37,0
686, Event 16  Men 200 Yard Backstroke,Preliminaries,"Ungur, Andrei",SR,,,,,,,Utah,1:41.03,1:43.89,38,0
687, Event 16  Men 200 Yard Backstroke,Preliminaries,"Driggers, Landon",SO,,,,,,,Tennessee,1:43.08,1:45.34,39,0
688, Event 17  Men 100 Yard Freestyle,Championship Final,"Liendo, Josh",FR,,,,,,,Florida,41.25,40.28,1,20
689, Event 17  Men 100 Yard Freestyle,Championship Final,"Alexy, Jack",SO,,,,,,,California,40.88,40.92,2,17
690, Event 17  Men 100 Yard Freestyle,Championship Final,"Seeliger, Bjorn",JR,,,,,,,California,41.17,40.93,3,16
691, Event 17  Men 100 Yard Freestyle,Championship Final,"Gaziev, Ruslan",JR,,,,,,,Ohio St,41.34,40.98,4,15
692, Event 17  Men 100 Yard Freestyle,Championship Final,"Crooks, Jordan",SO,,,,,,,Tennessee,40.92,41.03,5,13.50
693, Event 17  Men 100 Yard Freestyle,Championship Final,"Curry, Brooks",SR,,,,,,,LSU,41.17,41.03,5,13.50
694, Event 17  Men 100 Yard Freestyle,Championship Final,"Mathias, Van",5Y,,,,,,,Indiana,41.33,41.39,7,12
695, Event 17  Men 100 Yard Freestyle,Championship Final,"Ramadan, Youssef",JR,,,,,,,Virginia Tech,41.15,41.61,8,11
696, Event 17  Men 100 Yard Freestyle,Consolation Final,"Santos, Guilherme",FR,,,,,,,Tennessee,41.51,41.54,9,9
697, Event 17  Men 100 Yard Freestyle,Consolation Final,"Guiliano, Chris",SO,,,,,,,Notre Dame,41.48,41.64,10,7
698, Event 17  Men 100 Yard Freestyle,Consolation Final,"Kulow, Jonny",FR,,,,,,,Arizona St,41.86,41.66,11,6
699, Event 17  Men 100 Yard Freestyle,Consolation Final,"House, Grant",5Y,,,,,,,Arizona St,41.83,41.90,12,5
700, Event 17  Men 100 Yard Freestyle,Consolation Final,"Chaney, Adam",JR,,,,,,,Florida,41.75,41.93,13,4
701, Event 17  Men 100 Yard Freestyle,Consolation Final,"McDuff, Macguire",SO,,,,,,,Florida,41.92,41.97,14,3
702, Event 17  Men 100 Yard Freestyle,Consolation Final,"Krueger, Danny",5Y,,,,,,,Texas,41.95,42.22,15,2
703, Event 17  Men 100 Yard Freestyle,Consolation Final,"Dolan, Jack",SR,,,,,,,Arizona St,41.85,42.56,16,1
704, Event 17  Men 100 Yard Freestyle,Preliminaries,"Alexy, Jack",SO,,,,,,,California,41.42,40.88,1,0
705, Event 17  Men 100 Yard Freestyle,Preliminaries,"Crooks, Jordan",SO,,,,,,,Tennessee,41.17,40.92,2,0
706, Event 17  Men 100 Yard Freestyle,Preliminaries,"Ramadan, Youssef",JR,,,,,,,Virginia Tech,41.33,41.15,3,0
707, Event 17  Men 100 Yard Freestyle,Preliminaries,"Seeliger, Bjorn",JR,,,,,,,California,40.90,41.17,4,0
708, Event 17  Men 100 Yard Freestyle,Preliminaries,"Curry, Brooks",SR,,,,,,,LSU,41.86,41.17,4,0
709, Event 17  Men 100 Yard Freestyle,Preliminaries,"Liendo, Josh",FR,,,,,,,Florida,41.22,41.25,6,0
710, Event 17  Men 100 Yard Freestyle,Preliminaries,"Mathias, Van",5Y,,,,,,,Indiana,41.58,41.33,7,0
711, Event 17  Men 100 Yard Freestyle,Preliminaries,"Gaziev, Ruslan",JR,,,,,,,Ohio St,41.38,41.34,8,0
712, Event 17  Men 100 Yard Freestyle,Preliminaries,"Guiliano, Chris",SO,,,,,,,Notre Dame,41.85,41.48,9,0
713, Event 17  Men 100 Yard Freestyle,Preliminaries,"Santos, Guilherme",FR,,,,,,,Tennessee,41.43,41.51,10,0
714, Event 17  Men 100 Yard Freestyle,Preliminaries,"Chaney, Adam",JR,,,,,,,Florida,42.26,41.75,11,0
715, Event 17  Men 100 Yard Freestyle,Preliminaries,"House, Grant",5Y,,,,,,,Arizona St,41.69,41.83,12,0
716, Event 17  Men 100 Yard Freestyle,Preliminaries,"Dolan, Jack",SR,,,,,,,Arizona St,41.84,41.85,13,0
717, Event 17  Men 100 Yard Freestyle,Preliminaries,"Kulow, Jonny",FR,,,,,,,Arizona St,42.16,41.86,14,0
718, Event 17  Men 100 Yard Freestyle,Preliminaries,"McDuff, Macguire",SO,,,,,,,Florida,41.59,41.92,15,0
719, Event 17  Men 100 Yard Freestyle,Preliminaries,"Krueger, Danny",5Y,,,,,,,Texas,42.12,41.95,16,0
720, Event 17  Men 100 Yard Freestyle,Preliminaries,"Hobson, Luke",SO,,,,,,,Texas,42.58,41.99,17,0
721, Event 17  Men 100 Yard Freestyle,Preliminaries,"Piszczorowicz, Bartosz",SR,,,,,,,NC State,41.98,42.04,18,0
722, Event 17  Men 100 Yard Freestyle,Preliminaries,"Jensen, Matthew",JR,,,,,,,California,42.01,42.07,19,0
723, Event 17  Men 100 Yard Freestyle,Preliminaries,"Sammon, Patrick",SO,,,,,,,Arizona St,41.98,42.12,20,0
724, Event 17  Men 100 Yard Freestyle,Preliminaries,"Smith, Julian",SO,,,,,,,Florida,41.98,42.16,21,0
725, Event 17  Men 100 Yard Freestyle,Preliminaries,"Eastman, Michael",5Y,,,,,,,Louisville,42.17,42.18,22,0
726, Event 17  Men 100 Yard Freestyle,Preliminaries,"Samuels, Brady",SO,,,,,,,Purdue,41.99,42.22,23,0
727, Event 17  Men 100 Yard Freestyle,Preliminaries,"Korstanje, Nyls",SR,,,,,,,NC State,42.67,42.23,24,0
728, Event 17  Men 100 Yard Freestyle,Preliminaries,"Brownstead, Matt",JR,,,,,,,Virginia,41.72,42.24,25,0
729, Event 17  Men 100 Yard Freestyle,Preliminaries,"Baganha, Victor",SO,,,,,,,Penn St,42.71,42.39,26,0
730, Event 17  Men 100 Yard Freestyle,Preliminaries,"Henderson, Noah",SR,,,,,,,NC State,42.44,42.40,27,0
731, Event 17  Men 100 Yard Freestyle,Preliminaries,"Elaraby, Abdelrahman",SR,,,,,,,Louisville,42.73,42.41,28,0
732, Event 17  Men 100 Yard Freestyle,Preliminaries,"Berg, Max",JR,,,,,,,Kentucky,42.11,42.47,29,0
733, Event 17  Men 100 Yard Freestyle,Preliminaries,"Varjasi, Peter",SR,,,,,,,Florida St,42.32,42.47,29,0
734, Event 17  Men 100 Yard Freestyle,Preliminaries,"Maurer, Luke",JR,,,,,,,Stanford,42.27,42.50,31,0
735, Event 17  Men 100 Yard Freestyle,Preliminaries,"Hawk, Dylan",JR,,,,,,,California,42.39,42.51,32,0
736, Event 17  Men 100 Yard Freestyle,Preliminaries,"Miroslaw, Rafael",SO,,,,,,,Indiana,42.38,42.51,32,0
737, Event 17  Men 100 Yard Freestyle,Preliminaries,"Minakov, Andrei",JR,,,,,,,Stanford,42.01,42.53,34,0
738, Event 17  Men 100 Yard Freestyle,Preliminaries,"Larson, Peter",SR,,,,,,,Texas,42.54,42.55,35,0
739, Event 17  Men 100 Yard Freestyle,Preliminaries,"Szabados, Bence",JR,,,,,,,Michigan,42.67,42.60,36,0
740, Event 17  Men 100 Yard Freestyle,Preliminaries,"Dupont Cabrera, Andres",FR,,,,,,,Stanford,42.17,42.61,37,0
741, Event 17  Men 100 Yard Freestyle,Preliminaries,"Dominguez Calonge, Luis",SO,,,,,,,Virginia Tech,42.70,42.63,38,0
742, Event 17  Men 100 Yard Freestyle,Preliminaries,"Daleiden Ciuferri, Ralph",FR,,,,,,,Arizona,42.77,42.69,39,0
743, Event 17  Men 100 Yard Freestyle,Preliminaries,"Downing, Dillon",SR,,,,,,,Georgia,42.39,42.71,40,0
744, Event 17  Men 100 Yard Freestyle,Preliminaries,"Brooks, Guy",FR,,,,,,,Louisville,42.78,42.71,40,0
745, Event 17  Men 100 Yard Freestyle,Preliminaries,"Fabiani, Remi",SO,,,,,,,Cal Baptist,42.21,42.86,42,0
746, Event 17  Men 100 Yard Freestyle,Preliminaries,"Mestre, Alberto",5Y,,,,,,,Florida,42.92,42.87,43,0
747, Event 17  Men 100 Yard Freestyle,Preliminaries,"Kammann, Bjoern",SO,,,,,,,Tennessee,43.19,42.88,44,0
748, Event 17  Men 100 Yard Freestyle,Preliminaries,"Sherman, Nick",5Y,,,,,,,Purdue,43.29,42.94,45,0
749, Event 17  Men 100 Yard Freestyle,Preliminaries,"Salls, Drew",FR,,,,,,,NC State,42.54,43.05,46,0
750, Event 17  Men 100 Yard Freestyle,Preliminaries,"Gu, Rafael",FR,,,,,,,Stanford,42.83,43.08,47,0
751, Event 17  Men 100 Yard Freestyle,Preliminaries,"Curtiss, David",SO,,,,,,,NC State,42.44,43.12,48,0
752, Event 17  Men 100 Yard Freestyle,Preliminaries,"Bybee, Cody",5Y,,,,,,,Arizona St,43.04,43.14,49,0
753, Event 17  Men 100 Yard Freestyle,Preliminaries,"McCusker, Max",5Y,,,,,,,Arizona St,42.03,43.16,50,0
754, Event 17  Men 100 Yard Freestyle,Preliminaries,"Sartori, Murilo",SO,,,,,,,Louisville,43.02,43.16,50,0
755, Event 17  Men 100 Yard Freestyle,Preliminaries,"Zhang, Wen",SR,,,,,,,Air Force,42.32,43.17,52,0
756, Event 17  Men 100 Yard Freestyle,Preliminaries,"Brooks, Finn",SO,,,,,,,Indiana,43.07,43.34,53,0
757, Event 17  Men 100 Yard Freestyle,Preliminaries,"Unlu, Baturalp",JR,,,,,,,Georgia Tech,42.57,43.75,54,0
758, Event 17  Men 100 Yard Freestyle,Preliminaries,"Connery, Tim",SO,,,,,,,Virginia,42.50,44.32,55,0
759, Event 17  Men 100 Yard Freestyle,Preliminaries,"Hawke, Charlie",SO,,,,,,,Alabama,42.35,DFS,---,0
760, Event 17  Men 100 Yard Freestyle,Preliminaries,"Molla Yanes, Mario",SO,,,,,,,Virginia Tech,42.78,DFS,---,0
761, Event 17  Men 100 Yard Freestyle,Preliminaries,"Tirheimer, Logan",JR,,,,,,,Auburn,42.59,DFS,---,0
762, Event 17  Men 100 Yard Freestyle,Preliminaries,"Quach, Alex",SO,,,,,,,Ohio St,42.97,DFS,---,0
763, Event 17  Men 100 Yard Freestyle,Preliminaries,"Hils, Zach",SR,,,,,,,Georgia,42.70,DFS,---,0
764, Event 17  Men 100 Yard Freestyle,Preliminaries,"Dramm, Louis",FR,,,,,,,UNC,43.31,DFS,---,0
765, Event 17  Men 100 Yard Freestyle,Preliminaries,"Makinen, Kalle",FR,,,,,,,Auburn,42.62,DFS,---,0
766, Event 18  Men 200 Yard Breaststroke,Championship Final,"Marchand, Leon",SO,,,,,,,Arizona St,1:49.64,1:46.91,1,20
767, Event 18  Men 200 Yard Breaststroke,Championship Final,"Corbeau, Caspar",SR,,,,,,,Texas,1:49.98,1:49.15,2,17
768, Event 18  Men 200 Yard Breaststroke,Championship Final,"McHugh, Max",5Y,,,,,,,Minnesota,1:50.64,1:49.91,3,16
769, Event 18  Men 200 Yard Breaststroke,Championship Final,"Matheny, Josh",SO,,,,,,,Indiana,1:51.24,1:50.12,4,15
770, Event 18  Men 200 Yard Breaststroke,Championship Final,"Savickas, Aleksas",FR,,,,,,,Florida,1:50.98,1:50.48,5,14
771, Event 18  Men 200 Yard Breaststroke,Championship Final,"Louser, Jason",SR,,,,,,,California,1:51.43,1:50.90,6,13
772, Event 18  Men 200 Yard Breaststroke,Championship Final,"Coll Marti, Carles",JR,,,,,,,Virginia Tech,1:51.44,1:51.20,7,12
773, Event 18  Men 200 Yard Breaststroke,Championship Final,"Puente Bustamante, Andres",SR,,,,,,,Texas A&M,1:50.86,1:51.66,8,11
774, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Petrashov, Denis",SR,,,,,,,Louisville,1:51.53,1:51.23,9,9
775, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Maas, Derek",SR,,,,,,,Alabama,1:51.96,1:51.53,10,7
776, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Schlicht, David",SO,,,,,,,Arizona St,1:51.93,1:51.81,11,6
777, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Foster, Jake",SR,,,,,,,Texas,1:52.26,1:51.85,12,5
778, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Epitropov, Lyubomir",5Y,,,,,,,Tennessee,1:52.15,1:52.01,13,4
